Estado,Cidade,Total_de_mortes,Populacao_inicial,Populacao_final
CE,Penaforte,14,9143,9077
CE,Pentecoste,86,37900,37751
CE,Pereiro,25,16331,16307
CE,Pindoretama,39,20769,20567
CE,Piquet Carneiro,25,17086,16959
CE,Pires Ferreira,7,11001,10951
CE,Poranga,13,12347,12336
CE,Porteiras,31,14958,14996
CE,Potengi,6,11106,11045
CE,Potiretama,7,6437,6419
CE,Quiterianópolis,51,21166,21084
CE,Quixadá,197,88321,87728
CE,Quixelô,29,16147,16178
CE,Quixeramobim,228,81778,81082
CE,Quixeré,45,22293,22149
CE,Redenção,103,29146,29053
CE,Reriutaba,32,18385,18491
CE,Russas,198,78882,78194
CE,Saboeiro,17,15788,15819
CE,Salitre,21,16635,16554
CE,Santa Quitéria,70,43711,43703
CE,Santana do Acaraú,89,32654,32452
CE,Santana do Cariri,29,17712,17700
CE,Senador Pompeu,62,25456,25496
CE,Senador Sá,13,7691,7623
CE,Sobral,740,210711,208935
CE,Solonópole,35,18357,18324
CE,São Benedito,68,48131,47903
CE,São Gonçalo do Amarante,212,48869,48422
CE,São João do Jaguaribe,9,7601,7645
CE,São Luís do Curu,39,13044,13000
CE,Tabuleiro do Norte,71,30807,30697
CE,Tamboril,77,26225,26251
CE,Tarrafas,15,8573,8592
CE,Tauá,187,59062,58859
CE,Tejuçuoca,31,19371,19187
CE,Tianguá,187,76537,75946
CE,Trairi,96,56291,55918
CE,Tururu,38,16431,16271
CE,Ubajara,42,35047,34792
CE,Umari,10,7736,7733
CE,Umirim,40,19903,19825
CE,Uruburetama,59,22040,21850
CE,Uruoca,32,13915,13840
CE,Varjota,30,18471,18420
CE,Viçosa do Ceará,159,61410,60889
CE,Várzea Alegre,78,40903,40721
DF,Brasília,10363,3055149,3015268
DF,Importados/Indefinidos,980,0,0
ES,Afonso Cláudio,63,30455,30586
ES,Alegre,70,29975,30084
ES,Alfredo Chaves,40,14636,14601
ES,Alto Rio Novo,24,7874,7836
ES,Anchieta,92,29779,29263
ES,Apiacá,38,7554,7567
ES,Aracruz,237,103101,101220
ES,Atilio Vivacqua,30,12105,11936
ES,Baixo Guandu,82,31132,30998
ES,Barra de São Francisco,223,44979,44650
ES,Boa Esperança,46,15092,15037
ES,Bom Jesus do Norte,30,9962,9936
ES,Brejetuba,16,12427,12404
ES,Cachoeiro de Itapemirim,620,210589,208972
ES,Cariacica,1401,383917,381285
ES,Castelo,128,37747,37534
ES,Colatina,351,123400,122499
ES,Conceição da Barra,66,31273,31063
ES,Conceição do Castelo,30,12806,12723
ES,Divino de São Lourenço,10,4270,4304
ES,Domingos Martins,75,33986,33850
ES,Dores do Rio Preto,14,6771,6749
ES,Ecoporanga,73,22835,22923
ES,Fundão,68,21948,21509
ES,Governador Lindenberg,32,12880,12709
ES,Guarapari,435,126701,124859
ES,Guaçuí,111,31122,30867
ES,Ibatiba,96,26426,26082
ES,Ibiraçu,44,12591,12479
ES,Ibitirama,16,8859,8889
ES,Iconha,21,13973,13860
ES,Importados/Indefinidos,240,0,0
ES,Irupi,48,13526,13377
ES,Itaguaçu,20,14023,14066
ES,Itapemirim,148,34656,34348
ES,Itarana,28,10494,10555
ES,Iúna,85,29290,29161
ES,Jaguaré,53,31039,30477
ES,Jerônimo Monteiro,39,12265,12192
ES,João Neiva,54,16722,16668
ES,Laranja da Terra,14,10933,10947
ES,Linhares,431,176688,173555
ES,Mantenópolis,46,15503,15350
ES,Marataízes,214,38883,38499
ES,Marechal Floriano,53,16920,16694
ES,Marilândia,29,12963,12833
ES,Mimoso do Sul,62,26115,26153
ES,Montanha,62,18894,18833
ES,Mucurici,9,5496,5524
ES,Muniz Freire,46,17319,17465
ES,Muqui,55,15526,15449
ES,Nova Venécia,130,50434,50110
ES,Pancas,35,23306,23184
ES,Pedro Canário,62,26381,26184
ES,Pinheiros,87,27327,27047
ES,Piúma,86,22053,21711
ES,Ponto Belo,16,7940,7863
ES,Presidente Kennedy,53,11658,11574
ES,Rio Bananal,36,19271,19141
ES,Rio Novo do Sul,33,11626,11622
ES,Santa Leopoldina,28,12197,12224
ES,Santa Maria de Jetibá,57,41015,40431
ES,Santa Teresa,64,23724,23590
ES,Serra,1505,527240,517510
ES,Sooretama,62,30680,30070
ES,São Domingos do Norte,23,8687,8638
ES,São Gabriel da Palha,86,38522,37947
ES,São José do Calçado,71,10546,10556
ES,São Mateus,290,132642,130611
ES,São Roque do Canaã,20,12510,12415
ES,Vargem Alta,45,21591,21402
ES,Venda Nova do Imigrante,53,25745,25277
ES,Viana,268,79500,78239
ES,Vila Pavão,17,9244,9208
ES,Vila Valério,34,14073,14080
ES,Vila Velha,1725,501325,493838
ES,Vitória,1268,365855,362097
ES,Água Doce do Norte,43,10909,11019
ES,Águia Branca,61,9631,9642
GO,Abadia de Goiás,44,8958,8773
GO,Abadiânia,46,20461,20042
GO,Acreúna,69,22546,22366
GO,Adelândia,4,2516,2516
GO,Alexânia,102,28010,27653
GO,Aloândia,11,1986,1995
GO,Alto Horizonte,14,6605,6414
GO,Alto Paraíso de Goiás,9,7688,7624
GO,Alvorada do Norte,16,8705,8660
GO,Amaralina,2,3845,3812
GO,Americano do Brasil,25,6164,6111
GO,Amorinópolis,9,3069,3126
GO,Anhanguera,7,1160,1149
GO,Anicuns,72,21981,21850
GO,Anápolis,1787,391772,386923
GO,Aparecida de Goiânia,1780,590146,578179
GO,Aparecida do Rio Doce,5,2474,2474
GO,Aporé,11,4232,4198
GO,Aragarças,80,20273,20118
GO,Aragoiânia,30,10496,10308
GO,Araguapaz,30,7783,7770
GO,Araçu,20,3486,3522
GO,Arenópolis,9,2536,2612
GO,Aruanã,19,10110,9875
GO,Aurilândia,13,3058,3120
GO,Avelinópolis,18,2409,2417
GO,Baliza,11,5280,5138
GO,Barro Alto,24,11408,11167
GO,Bela Vista de Goiás,86,30492,29975
GO,Bom Jardim de Goiás,17,8869,8841
GO,Bom Jesus de Goiás,115,25648,25216
GO,Bonfinópolis,34,9919,9706
GO,Bonópolis,3,4493,4405
GO,Brazabrantes,6,3746,3703
GO,Britânia,8,5797,5779
GO,Buriti Alegre,36,9484,9459
GO,Buriti de Goiás,9,2476,2488
GO,Buritinópolis,3,3283,3292
GO,Cabeceiras,18,8046,7993
GO,Cachoeira Alta,29,12666,12484
GO,Cachoeira Dourada,33,8031,8067
GO,Cachoeira de Goiás,5,1342,1351
GO,Caiapônia,43,19107,18913
GO,Caldas Novas,311,93196,91162
GO,Caldazinha,12,3848,3804
GO,Campestre de Goiás,15,3649,3630
GO,Campinaçu,9,3632,3640
GO,Campinorte,47,12764,12626
GO,Campo Alegre de Goiás,24,7738,7589
GO,Campo Limpo de Goiás,18,7940,7789
GO,Campos Belos,30,20007,19887
GO,Campos Verdes,18,1830,2141
GO,Carmo do Rio Verde,27,10186,10082
GO,Castelândia,15,3407,3435
GO,Catalão,413,110983,108823
GO,Caturaí,23,5101,5070
GO,Cavalcante,6,9725,9709
GO,Caçu,41,16270,16009
GO,Ceres,116,22306,22191
GO,Cezarina,41,8703,8606
GO,Chapadão do Céu,24,10486,10167
GO,Cidade Ocidental,177,72890,71376
GO,Cocalzinho de Goiás,44,20504,20240
GO,Colinas do Sul,6,3360,3382
GO,Corumbaíba,37,9869,9723
GO,Corumbá de Goiás,33,11169,11110
GO,Cristalina,116,60210,58997
GO,Cristianópolis,3,2964,2966
GO,Crixás,67,17044,16949
GO,Cromínia,9,3472,3486
GO,Cumari,12,2837,2854
GO,Córrego do Ouro,7,2290,2327
GO,Damianópolis,7,3306,3311
GO,Damolândia,15,2953,2938
GO,Davinópolis,7,2094,2094
GO,Diorama,6,2479,2484
GO,Divinópolis de Goiás,11,4778,4804
GO,Doverlândia,20,7247,7322
GO,Edealina,7,3688,3699
GO,Edéia,32,12467,12372
GO,Estrela do Norte,4,3264,3275
GO,Faina,12,6576,6627
GO,Fazenda Nova,14,5553,5637
GO,Firminópolis,37,13449,13292
GO,Flores de Goiás,7,17005,16557
GO,Formosa,294,123684,121617
GO,Formoso,19,4172,4248
GO,Gameleira de Goiás,9,3880,3818
GO,Goiandira,15,5625,5600
GO,Goianira,132,45296,44289
GO,Goianápolis,44,11224,11231
GO,Goianésia,294,71075,70084
GO,Goiatuba,172,34202,34095
GO,Goiás,83,22381,22645
GO,Goiânia,6917,1536097,1516113
GO,Gouvelândia,13,5988,5898
GO,Guapó,52,14207,14209
GO,Guarani de Goiás,0,3846,3893
GO,Guaraíta,13,1951,1996
GO,Guarinos,9,1737,1794
GO,Heitoraí,10,3733,3724
GO,Hidrolina,11,3508,3564
GO,Hidrolândia,98,22124,21706
GO,Iaciara,14,14082,13947
GO,Importados/Indefinidos,4,0,0
GO,Inaciolândia,33,6235,6194
GO,Indiara,54,15787,15611
GO,Inhumas,259,53259,52866
GO,Ipameri,97,27174,26985
GO,Ipiranga de Goiás,11,2893,2893
GO,Iporá,150,31499,31531
GO,Israelândia,5,2786,2800
GO,Itaberaí,170,43622,42900
GO,Itaguari,18,4685,4676
GO,Itaguaru,18,5206,5237
GO,Itajá,19,4475,4539
GO,Itapaci,61,23421,22981
GO,Itapirapuã,16,4685,4997
GO,Itapuranga,84,25681,25768
GO,Itarumã,21,7259,7178
GO,Itauçu,38,8960,8938
GO,Itumbiara,475,105809,104742
GO,Ivolândia,7,2334,2370
GO,Jandaia,27,6025,6048
GO,Jaraguá,198,51338,50511
GO,Jataí,412,102065,100882
GO,Jaupaci,7,2860,2879
GO,Jesúpolis,7,2506,2490
GO,Joviânia,25,7402,7387
GO,Jussara,63,18371,18478
GO,Lagoa Santa,4,1621,1588
GO,Leopoldo de Bulhões,15,7651,7647
GO,Luziânia,512,211508,208299
GO,Mairipotaba,5,2363,2368
GO,Mambaí,6,9081,8882
GO,Mara Rosa,31,9363,9503
GO,Marzagão,6,2250,2236
GO,Matrinchã,8,4336,4351
GO,Maurilândia,34,14327,14080
GO,Mimoso de Goiás,3,2583,2597
GO,Minaçu,71,28793,29070
GO,Mineiros,284,68154,66801
GO,Moiporá,2,1501,1529
GO,Monte Alegre de Goiás,7,8684,8606
GO,Montes Claros de Goiás,26,8047,8055
GO,Montividiu,30,13672,13396
GO,Montividiu do Norte,6,4509,4479
GO,Morrinhos,164,46548,46136
GO,Morro Agudo de Goiás,7,2232,2248
GO,Mossâmedes,7,4206,4290
GO,Mozarlândia,30,15870,15659
GO,Mundo Novo,19,4713,4887
GO,Mutunópolis,14,3764,3778
GO,Nazário,26,9260,9142
GO,Nerópolis,77,30395,29850
GO,Niquelândia,104,46730,46388
GO,Nova América,6,2357,2352
GO,Nova Aurora,6,2222,2210
GO,Nova Crixás,25,12945,12869
GO,Nova Glória,30,8112,8164
GO,Nova Iguaçu de Goiás,9,2934,2929
GO,Nova Roma,1,3236,3264
GO,Nova Veneza,26,10018,9853
GO,Novo Brasil,10,2843,2913
GO,Novo Gama,228,117703,115711
GO,Novo Planalto,7,4544,4495
GO,Orizona,31,15725,15615
GO,Ouro Verde de Goiás,11,3723,3759
GO,Ouvidor,28,6782,6667
GO,Padre Bernardo,62,34430,33835
GO,Palestina de Goiás,8,3467,3464
GO,Palmeiras de Goiás,93,29392,28858
GO,Palmelo,9,2381,2381
GO,Palminópolis,15,3582,3585
GO,Panamá,9,2603,2615
GO,Paranaiguara,52,10140,10057
GO,Paraúna,33,10980,10988
GO,Perolândia,7,3143,3129
GO,Petrolina de Goiás,42,10261,10281
GO,Pilar de Goiás,10,2194,2253
GO,Piracanjuba,82,24548,24524
GO,Piranhas,63,10272,10385
GO,Pirenópolis,58,25064,24908
GO,Pires do Rio,138,31686,31458
GO,Planaltina,234,90640,89918
GO,Pontalina,52,17860,17819
GO,Porangatu,181,45633,45394
GO,Porteirão,22,3931,3881
GO,Portelândia,13,4022,4011
GO,Posse,47,37414,36900
GO,Professor Jamil,13,3203,3223
GO,Quirinópolis,211,50701,50065
GO,Rialma,59,10940,10918
GO,Rianápolis,12,4817,4801
GO,Rio Quente,9,4612,4493
GO,Rio Verde,809,241518,235647
GO,Rubiataba,92,19947,19882
GO,Sanclerlândia,30,7632,7637
GO,Santa Bárbara de Goiás,25,6634,6560
GO,Santa Cruz de Goiás,6,2819,2855
GO,Santa Fé de Goiás,22,5523,5459
GO,Santa Helena de Goiás,221,38808,38648
GO,Santa Isabel,15,3815,3809
GO,Santa Rita do Araguaia,7,8935,8756
GO,Santa Rita do Novo Destino,10,3355,3343
GO,Santa Rosa de Goiás,7,2252,2319
GO,Santa Tereza de Goiás,12,3280,3355
GO,Santa Terezinha de Goiás,32,8562,8744
GO,Santo Antônio da Barra,7,4854,4821
GO,Santo Antônio de Goiás,35,6440,6283
GO,Santo Antônio do Descoberto,118,75829,74744
GO,Senador Canedo,416,118451,115371
GO,Serranópolis,14,8642,8544
GO,Silvânia,33,20816,20695
GO,Simolândia,7,6879,6856
GO,São Domingos,9,13103,12949
GO,São Francisco de Goiás,14,6267,6264
GO,São João d'Aliança,29,14085,13740
GO,São João da Paraúna,2,1345,1381
GO,São Luiz do Norte,18,5215,5167
GO,São Luís de Montes Belos,171,34157,33817
GO,São Miguel do Araguaia,78,21920,21993
GO,São Miguel do Passa Quatro,10,4082,4057
GO,São Patrício,9,2037,2036
GO,São Simão,66,20985,20645
GO,Sítio d'Abadia,0,3001,2989
GO,Taquaral de Goiás,10,3521,3529
GO,Teresina de Goiás,1,3498,3458
GO,Terezópolis de Goiás,28,8186,8043
GO,Trindade,516,129823,127599
GO,Trombas,8,3498,3500
GO,Três Ranchos,13,2830,2833
GO,Turvelândia,16,5365,5281
GO,Turvânia,26,4564,4598
GO,Uirapuru,9,2840,2854
GO,Uruana,42,13818,13843
GO,Uruaçu,154,40840,40532
GO,Urutaí,6,3066,3072
GO,Valparaíso de Goiás,408,172135,168468
GO,Varjão,14,3838,3827
GO,Vianópolis,36,13977,13863
GO,Vicentinópolis,24,8873,8743
GO,Vila Boa,4,6312,6171
GO,Vila Propício,8,5882,5821
GO,Água Fria de Goiás,10,5793,5735
GO,Água Limpa,4,1830,1850
GO,Águas Lindas de Goiás,355,217698,212440
MA,Afonso Cunha,3,6578,6524
MA,Alcântara,19,22112,22097
MA,Aldeias Altas,14,26757,26532
MA,Altamira do Maranhão,14,8189,8128
MA,Alto Alegre do Maranhão,29,27858,27053
MA,Alto Alegre do Pindaré,47,31943,31919
MA,Alto Parnaíba,11,11212,11190
MA,Amapá do Maranhão,6,7005,6962
MA,Amarante do Maranhão,55,41729,41435
MA,Anajatuba,27,26988,26803
MA,Anapurus,14,15894,15732
MA,Apicum-Açu,11,17413,17239
MA,Araguanã,5,15551,15426
MA,Araioses,15,46771,46440
MA,Arame,42,32764,32701
MA,Arari,34,29932,29848
MA,Axixá,8,12183,12130
MA,Açailândia,240,113121,112445
MA,Bacabal,202,104790,104949
MA,Bacabeira,10,17252,17055
MA,Bacuri,4,18654,18582
MA,Bacurituba,2,5670,5644
MA,Balsas,208,95929,94887
MA,Barra do Corda,74,88492,88212
MA,Barreirinhas,48,63217,62528
MA,Barão de Grajaú,4,18924,18820
MA,Bela Vista do Maranhão,20,11279,11209
MA,Belágua,18,7528,7469
MA,Benedito Leite,2,5638,5632
MA,Bequimão,23,21299,21280
MA,Bernardo do Mearim,6,6073,6043
MA,Boa Vista do Gurupi,4,8382,9287
MA,Bom Jardim,55,41822,41630
MA,Bom Jesus das Selvas,38,34567,34028
MA,Bom Lugar,7,16438,16294
MA,Brejo,20,36651,36397
MA,Brejo de Areia,11,9014,9188
MA,Buriti,8,28798,28678
MA,Buriti Bravo,20,23939,23884
MA,Buriticupu,79,72983,72358
MA,Buritirana,24,15467,15430
MA,Cachoeira Grande,8,9478,9431
MA,Cajapió,7,11216,11177
MA,Cajari,9,19451,19379
MA,Campestre do Maranhão,44,14453,14374
MA,Cantanhede,14,22117,21995
MA,Capinzal do Norte,9,10935,10934
MA,Carolina,25,24165,24322
MA,Carutapera,38,23952,23807
MA,Caxias,321,165525,164880
MA,Cedral,5,10693,10675
MA,Central do Maranhão,3,8740,8673
MA,Centro Novo do Maranhão,12,21840,21622
MA,Centro do Guilherme,5,13670,13458
MA,Chapadinha,128,80195,79675
MA,Cidelândia,7,14777,14697
MA,Codó,219,123116,122859
MA,Coelho Neto,50,49621,49435
MA,Colinas,52,41312,41178
MA,Conceição do Lago-Açu,11,16400,16237
MA,Coroatá,95,65544,65296
MA,Cururupu,28,32626,32695
MA,Cândido Mendes,8,20278,20178
MA,Davinópolis,29,12916,12908
MA,Dom Pedro,33,23372,23350
MA,Duque Bacelar,19,11401,11349
MA,Esperantinópolis,28,17104,17241
MA,Estreito,72,42527,41946
MA,Feira Nova do Maranhão,10,8484,8504
MA,Fernando Falcão,1,10460,10360
MA,Formosa da Serra Negra,9,19258,19089
MA,Fortaleza dos Nogueiras,22,12647,12631
MA,Fortuna,6,15567,15552
MA,Godofredo Viana,5,11963,11819
MA,Gonçalves Dias,28,17944,17934
MA,Governador Archer,7,10886,10840
MA,Governador Edison Lobão,34,18520,18296
MA,Governador Eugênio Barros,11,16882,16828
MA,Governador Luiz Rocha,1,7841,7807
MA,Governador Newton Bello,8,10151,10180
MA,Governador Nunes Freire,10,25539,25577
MA,Grajaú,125,70065,69527
MA,Graça Aranha,3,6261,6262
MA,Guimarães,8,11997,12030
MA,Humberto de Campos,11,28932,28717
MA,Icatu,15,27269,27113
MA,Igarapé Grande,14,11387,11320
MA,Igarapé do Meio,29,14324,14177
MA,Imperatriz,831,259337,258682
MA,Itaipava do Grajaú,11,16005,16057
MA,Itapecuru Mirim,89,68723,68203
MA,Itinga do Maranhão,30,26068,26000
MA,Jatobá,5,10310,10153
MA,Jenipapo dos Vieiras,22,17040,16515
MA,Joselândia,5,16198,16168
MA,João Lisboa,60,23740,23632
MA,Junco do Maranhão,2,4392,3432
MA,Lago Verde,26,16314,16257
MA,Lago da Pedra,80,50616,50266
MA,Lago do Junco,21,10869,10840
MA,Lago dos Rodrigues,66,8857,8873
MA,Lagoa Grande do Maranhão,15,11464,11394
MA,Lagoa do Mato,72,11265,11250
MA,Lajeado Novo,13,7602,7550
MA,Lima Campos,13,11918,11893
MA,Loreto,6,12214,12157
MA,Luís Domingues,3,6984,6951
MA,Magalhães de Almeida,8,20029,19826
MA,Maracaçumé,8,21586,21395
MA,Marajá do Sena,7,7775,7792
MA,Maranhãozinho,9,16511,16265
MA,Mata Roma,13,16977,16829
MA,Matinha,12,23482,23370
MA,Matões,13,33943,33782
MA,Matões do Norte,6,17033,16745
MA,Milagres do Maranhão,1,8483,8464
MA,Mirador,9,21031,21015
MA,Miranda do Norte,33,28754,28381
MA,Mirinzal,17,15011,14962
MA,Montes Altos,11,9111,9160
MA,Monção,44,33664,33434
MA,Morros,18,19572,19433
MA,Nina Rodrigues,20,14642,14454
MA,Nova Colinas,5,5427,5384
MA,Nova Iorque,7,4682,4683
MA,Nova Olinda do Maranhão,13,21080,20928
MA,Olho d'Água das Cunhãs,28,19561,19505
MA,Olinda Nova do Maranhão,12,14836,14701
MA,Palmeirândia,16,19781,19722
MA,Paraibano,39,21479,21386
MA,Parnarama,28,35008,34907
MA,Passagem Franca,30,19137,19019
MA,Pastos Bons,21,19583,19472
MA,Paulino Neves,5,16166,16035
MA,Paulo Ramos,35,21066,21040
MA,Paço do Lumiar,228,123747,122197
MA,Pedreiras,81,39191,39229
MA,Pedro do Rosário,8,25354,25144
MA,Penalva,14,38731,38470
MA,Peri Mirim,6,14345,14318
MA,Peritoró,10,23364,23196
MA,Pindaré-Mirim,29,33065,32941
MA,Pinheiro,109,83777,83387
MA,Pio XII,31,21379,21485
MA,Pirapemas,13,18720,18625
MA,Porto Franco,62,24092,23885
MA,Porto Rico do Maranhão,7,5955,5975
MA,Poção de Pedras,24,17595,17873
MA,Presidente Dutra,16,48036,47804
MA,Presidente Juscelino,1,12838,12734
MA,Presidente Médici,3,7070,7015
MA,Presidente Sarney,13,19069,18918
MA,Presidente Vargas,7,11261,11193
MA,Primeira Cruz,3,15431,15315
MA,Raposa,49,31177,30761
MA,Riachão,30,20334,20195
MA,Ribamar Fiquene,17,7825,7791
MA,Rosário,27,42994,42740
MA,Sambaíba,3,5679,5671
MA,Santa Filomena do Maranhão,0,7826,7773
MA,Santa Helena,29,42483,42130
MA,Santa Inês,213,89489,89044
MA,Santa Luzia,107,72887,72667
MA,Santa Luzia do Paruá,13,25371,25254
MA,Santa Quitéria do Maranhão,27,25764,25642
MA,Santa Rita,31,38298,37855
MA,Santana do Maranhão,22,13547,13386
MA,Santo Amaro do Maranhão,7,16034,15846
MA,Santo Antônio dos Lopes,28,14522,14528
MA,Satubinha,4,14096,13914
MA,Senador Alexandre Costa,1,11214,11141
MA,Senador La Rocque,23,14050,14293
MA,Serrano do Maranhão,4,10299,10253
MA,Sucupira do Norte,6,10634,10636
MA,Sucupira do Riachão,4,5676,5660
MA,São Benedito do Rio Preto,17,18717,18663
MA,São Bento,28,45604,45211
MA,São Bernardo,21,28667,28507
MA,São Domingos do Azeitão,4,7420,7392
MA,São Domingos do Maranhão,20,34384,34376
MA,São Francisco do Brejão,1,11941,11798
MA,São Francisco do Maranhão,25,12218,12210
MA,São Félix de Balsas,3,4562,4585
MA,São José de Ribamar,323,179028,177687
MA,São José dos Basílios,4,7640,7641
MA,São João Batista,17,20701,20665
MA,São João do Carú,9,15787,15808
MA,São João do Paraíso,18,11193,11177
MA,São João do Soter,6,18645,18543
MA,São João dos Patos,30,25996,25929
MA,São Luís,2567,1108975,1101884
MA,São Luís Gonzaga do Maranhão,23,18727,18856
MA,São Mateus do Maranhão,52,41579,41529
MA,São Pedro da Água Branca,5,12735,12690
MA,São Pedro dos Crentes,2,4684,4668
MA,São Raimundo das Mangabeiras,33,18980,18868
MA,São Raimundo do Doca Bezerra,3,5131,5237
MA,São Roberto,6,6789,6719
MA,São Vicente Ferrer,9,22350,22247
MA,Sítio Novo,26,18160,18081
MA,Tasso Fragoso,9,8582,8521
MA,Timbiras,26,29183,29124
MA,Timon,325,170222,169107
MA,Trizidela do Vale,37,22112,21998
MA,Tufilândia,5,5854,5840
MA,Tuntum,21,42040,41832
MA,Turiaçu,6,35709,35604
MA,Turilândia,10,25868,25619
MA,Tutóia,50,59398,58860
MA,Urbano Santos,38,33459,33122
MA,Vargem Grande,33,57168,56510
MA,Viana,42,52649,52441
MA,Vila Nova dos Martírios,6,13598,13392
MA,Vitorino Freire,61,31522,31523
MA,Vitória do Mearim,38,32861,32764
MA,Zé Doca,70,51956,51714
MA,Água Doce do Maranhão,10,12652,12571
MG,Abadia dos Dourados,17,7006,6989
MG,Abaeté,42,23250,23237
MG,Abre Campo,16,13444,13454
MG,Acaiaca,12,3994,3994
MG,Aguanil,8,4522,4486
MG,Aimorés,76,25141,25167
MG,Aiuruoca,10,5976,6003
MG,Alagoa,7,2665,2674
MG,Albertina,9,3011,3007
MG,Alfenas,205,80494,79996
MG,Alfredo Vasconcelos,15,6981,6907
MG,Almenara,52,42143,41896
MG,Alpercata,20,7436,7424
MG,Alpinópolis,45,19958,19853
MG,Alterosa,37,14517,14466
MG,Alto Caparaó,9,5894,5847
MG,Alto Jequitibá,11,8301,8317
MG,Alto Rio Doce,30,10859,11000
MG,Alvarenga,4,3844,3907
MG,Alvinópolis,23,15169,15203
MG,Alvorada de Minas,3,3605,3606
MG,Além Paraíba,161,35401,35362
MG,Amparo do Serra,8,4678,4713
MG,Andradas,123,41396,41077
MG,Andrelândia,15,12206,12224
MG,Angelândia,4,8557,8520
MG,Antônio Carlos,17,11459,11445
MG,Antônio Dias,27,9275,9318
MG,Antônio Prado de Minas,5,1587,1598
MG,Aracitaba,10,2059,2063
MG,Araguari,453,117825,117267
MG,Arantina,5,2787,2795
MG,Araponga,13,8453,8439
MG,Araporã,40,6931,6869
MG,Arapuá,3,2835,2834
MG,Araxá,239,107337,106229
MG,Araçaí,1,2354,2347
MG,Araçuaí,52,36712,36708
MG,Araújos,14,9401,9273
MG,Arceburgo,34,10883,10772
MG,Arcos,139,40380,40092
MG,Areado,31,15181,15070
MG,Argirita,9,2704,2727
MG,Aricanduva,0,5269,5231
MG,Arinos,30,17862,17875
MG,Astolfo Dutra,28,14270,14179
MG,Ataléia,10,12678,12868
MG,Augusto de Lima,11,4851,4869
MG,Açucena,36,9368,9470
MG,Baependi,32,19199,19148
MG,Baldim,22,7803,7826
MG,Bambuí,32,23898,23829
MG,Bandeira,10,4766,4795
MG,Bandeira do Sul,15,5778,5746
MG,Barbacena,301,138204,137313
MG,Barra Longa,11,5015,5131
MG,Barroso,58,20897,20810
MG,Barão de Cocais,74,32866,32485
MG,Barão de Monte Alto,12,5354,5397
MG,Bela Vista de Minas,24,10262,10255
MG,Belmiro Braga,3,3425,3429
MG,Belo Horizonte,6636,2521564,2512070
MG,Belo Oriente,71,26994,26700
MG,Belo Vale,12,7719,7715
MG,Berilo,1,11872,11932
MG,Berizal,1,4764,4735
MG,Bertópolis,5,4607,4604
MG,Betim,1334,444784,439340
MG,Bias Fortes,3,3329,3379
MG,Bicas,46,14554,14494
MG,Biquinhas,3,2498,2515
MG,Boa Esperança,144,40219,40127
MG,Bocaina de Minas,7,5089,5090
MG,Bocaiúva,68,50256,49979
MG,Bom Despacho,97,51028,50605
MG,Bom Jardim de Minas,3,6459,6474
MG,Bom Jesus da Penha,17,4244,4217
MG,Bom Jesus do Amparo,8,6133,6083
MG,Bom Jesus do Galho,35,14862,14935
MG,Bom Repouso,28,10537,10547
MG,Bom Sucesso,25,17607,17603
MG,Bonfim,17,6860,6868
MG,Bonfinópolis de Minas,14,5444,5493
MG,Bonito de Minas,0,11369,11230
MG,Borda da Mata,58,19614,19412
MG,Botelhos,32,14949,14971
MG,Botumirim,4,6288,6319
MG,Brasilândia de Minas,28,16748,16538
MG,Brasília de Minas,9,32405,32347
MG,Brazópolis,32,14410,14459
MG,Braúnas,11,4769,4801
MG,Brumadinho,89,40666,40103
MG,Brás Pires,8,4293,4333
MG,Bueno Brandão,30,10991,11001
MG,Buenópolis,13,10353,10365
MG,Bugre,13,3983,3982
MG,Buritis,44,25013,24841
MG,Buritizeiro,34,28121,28056
MG,Cabeceira Grande,7,6988,6949
MG,Cabo Verde,9,14075,14075
MG,Cachoeira Dourada,2,2706,2692
MG,Cachoeira da Prata,13,3591,3603
MG,Cachoeira de Minas,19,11579,11547
MG,Cachoeira de Pajeú,11,9442,9412
MG,Caetanópolis,20,11749,11624
MG,Caeté,72,45047,44718
MG,Caiana,7,5541,5496
MG,Cajuri,7,3974,3987
MG,Caldas,39,14541,14480
MG,Camacho,2,2869,2901
MG,Camanducaia,70,21801,21770
MG,Cambuquira,28,12812,12814
MG,Cambuí,60,29814,29551
MG,Campanha,47,16762,16665
MG,Campanário,6,3730,3721
MG,Campestre,47,21054,21055
MG,Campina Verde,33,19752,19745
MG,Campo Azul,0,3824,3817
MG,Campo Belo,212,54186,54029
MG,Campo Florido,16,8269,8151
MG,Campo do Meio,16,11651,11655
MG,Campos Altos,26,15563,15461
MG,Campos Gerais,45,28842,28774
MG,Cana Verde,10,5594,5603
MG,Canaã,2,4548,4563
MG,Candeias,22,14888,14886
MG,Cantagalo,6,4551,4525
MG,Canápolis,35,12201,12150
MG,Caparaó,7,5451,5438
MG,Capela Nova,5,4634,4653
MG,Capelinha,36,38057,37784
MG,Capetinga,30,6890,6920
MG,Capim Branco,18,9826,9754
MG,Capinópolis,51,16234,16173
MG,Capitão Andrade,21,5514,5468
MG,Capitão Enéas,19,15313,15234
MG,Capitólio,40,8663,8632
MG,Caputira,19,9308,9298
MG,Caranaíba,4,3166,3183
MG,Carandaí,51,25669,25501
MG,Carangola,119,33011,33000
MG,Caratinga,256,92603,92062
MG,Caraí,17,23780,23685
