Estado,Cidade,Total_de_mortes,Populacao_inicial,Populacao_final
MS,Coxim,104,33459,33543
MS,Deodápolis,38,12984,12924
MS,Dois Irmãos do Buriti,28,11467,11385
MS,Douradina,13,5975,5924
MS,Dourados,658,225495,222949
MS,Eldorado,46,12400,12353
MS,Figueirão,6,3059,3051
MS,Fátima do Sul,70,19170,19189
MS,Glória de Dourados,26,9950,9965
MS,Guia Lopes da Laguna,34,9824,9895
MS,Iguatemi,14,16176,16078
MS,Inocência,11,7588,7610
MS,Itaporã,49,25162,24839
MS,Itaquiraí,48,21376,21142
MS,Ivinhema,70,23232,23187
MS,Japorã,8,9243,9110
MS,Jaraguari,10,7265,7187
MS,Jardim,68,26238,26097
MS,Jateí,5,4021,4027
MS,Juti,11,6787,6712
MS,Ladário,63,23689,23331
MS,Laguna Carapã,10,7419,7341
MS,Maracaju,105,48022,47083
MS,Miranda,94,28220,28013
MS,Mundo Novo,36,18473,18366
MS,Naviraí,248,55689,54878
MS,Nioaque,20,13862,13930
MS,Nova Alvorada do Sul,38,22430,21882
MS,Nova Andradina,96,55224,54374
MS,Novo Horizonte do Sul,10,3684,3814
MS,Paranaíba,148,42276,42148
MS,Paranhos,13,14404,14228
MS,Paraíso das Águas,17,5654,5555
MS,Pedro Gomes,16,7621,7674
MS,Ponta Porã,323,93937,92526
MS,Porto Murtinho,38,17298,17131
MS,Ribas do Rio Pardo,54,24966,24615
MS,Rio Brilhante,81,38186,37514
MS,Rio Negro,9,4793,4831
MS,Rio Verde de Mato Grosso,70,19973,19746
MS,Rochedo,11,5079,5499
MS,Santa Rita do Pardo,10,7900,7851
MS,Selvíria,16,6542,6529
MS,Sete Quedas,21,10771,10791
MS,Sidrolândia,148,59245,57665
MS,Sonora,34,19721,19274
MS,São Gabriel do Oeste,86,27221,26771
MS,Tacuru,16,11674,11552
MS,Taquarussu,6,3588,3588
MS,Terenos,74,22269,21806
MS,Três Lagoas,505,123281,121388
MS,Vicentina,30,6109,6102
MS,Água Clara,66,15776,15522
MT,Acorizal,24,5334,5399
MT,Alta Floresta,169,51959,51782
MT,Alto Araguaia,34,19385,19044
MT,Alto Boa Vista,19,6936,6822
MT,Alto Garças,43,12151,12030
MT,Alto Paraguai,31,11473,11356
MT,Alto Taquari,30,11133,10847
MT,Apiacás,19,10283,10133
MT,Araguaiana,8,3109,3100
MT,Araguainha,1,946,935
MT,Araputanga,57,16951,16822
MT,Arenápolis,43,9502,9607
MT,Aripuanã,55,22714,22354
MT,Barra do Bugres,98,35307,34966
MT,Barra do Garças,401,61135,61012
MT,Barão de Melgaço,18,8164,8564
MT,Bom Jesus do Araguaia,17,6706,6580
MT,Brasnorte,44,20140,19695
MT,Campinápolis,51,16919,15980
MT,Campo Novo do Parecis,101,36143,35360
MT,Campo Verde,151,45740,44041
MT,Campos de Júlio,14,7070,6891
MT,Canabrava do Norte,14,4728,4743
MT,Canarana,80,21842,21579
MT,Carlinda,37,10199,10305
MT,Castanheira,31,8749,8729
MT,Chapada dos Guimarães,94,19453,19752
MT,Cláudia,48,12245,12149
MT,Cocalinho,17,5681,5700
MT,Colniza,90,39861,38582
MT,Colíder,159,33649,33438
MT,Comodoro,42,21008,20763
MT,Confresa,119,31510,30933
MT,Conquista D'Oeste,19,4101,4038
MT,Cotriguaçu,39,20238,19750
MT,Cuiabá,3665,618124,612547
MT,Curvelândia,19,5241,5219
MT,Cáceres,480,94861,94376
MT,Denise,21,9544,9462
MT,Diamantino,74,22178,22041
MT,Dom Aquino,28,8159,8178
MT,Feliz Natal,35,14522,14192
MT,Figueirópolis D'Oeste,9,3452,3494
MT,Gaúcha do Norte,30,7782,7648
MT,General Carneiro,24,5592,5540
MT,Glória D'Oeste,15,3008,3026
MT,Guarantã do Norte,143,36130,35816
MT,Guiratinga,42,15245,15141
MT,Importados/Indefinidos,277,0,0
MT,Indiavaí,13,2779,2752
MT,Ipiranga do Norte,21,7920,7667
MT,Itanhangá,15,6885,6737
MT,Itaúba,31,3704,3802
MT,Itiquira,18,13552,13345
MT,Jaciara,119,27807,27776
MT,Jangada,23,8451,8409
MT,Jauru,37,8582,8793
MT,Juara,103,35121,34974
MT,Juruena,40,16335,15865
MT,Juscimeira,49,11176,11221
MT,Juína,155,41101,40997
MT,Lambari D'Oeste,16,6186,6121
MT,Lucas do Rio Verde,220,67620,65534
MT,Luciara,7,2058,2077
MT,Marcelândia,47,10301,10499
MT,Matupá,60,16793,16566
MT,Mirassol d'Oeste,149,27941,27739
MT,Nobres,80,15334,15336
MT,Nortelândia,27,5923,5989
MT,Nossa Senhora do Livramento,43,13104,13216
MT,Nova Bandeirantes,29,15685,15288
MT,Nova Brasilândia,10,3805,3829
MT,Nova Canaã do Norte,37,12831,12787
MT,Nova Guarita,18,4464,4519
MT,Nova Lacerda,14,6751,6640
MT,Nova Marilândia,8,3304,3278
MT,Nova Maringá,11,8850,8641
MT,Nova Monte Verde,23,9277,9178
MT,Nova Mutum,153,46813,45378
MT,Nova Nazaré,9,3932,3849
MT,Nova Olímpia,76,20563,20301
MT,Nova Santa Helena,16,3737,3718
MT,Nova Ubiratã,28,12298,11982
MT,Nova Xavantina,77,20944,21374
MT,Novo Horizonte do Norte,9,4051,4004
MT,Novo Mundo,22,9363,9178
MT,Novo Santo Antônio,7,2705,2640
MT,Novo São Joaquim,24,4938,5074
MT,Paranatinga,88,22861,22563
MT,Paranaíta,38,11244,11225
MT,Pedra Preta,70,17446,17626
MT,Peixoto de Azevedo,145,35338,34976
MT,Planalto da Serra,9,2649,2662
MT,Poconé,96,33315,32843
MT,Pontal do Araguaia,26,6843,6711
MT,Ponte Branca,6,1550,1576
MT,Pontes e Lacerda,252,45774,45436
MT,Porto Alegre do Norte,23,12685,12517
MT,Porto Esperidião,61,12097,12017
MT,Porto Estrela,14,2877,2963
MT,Porto dos Gaúchos,10,5363,5410
MT,Poxoréu,61,15916,16219
MT,Primavera do Leste,346,63092,62019
MT,Querência,71,17937,17479
MT,Reserva do Cabaçal,7,2743,2732
MT,Ribeirão Cascalheira,40,10329,10206
MT,Ribeirãozinho,12,2422,2405
MT,Rio Branco,21,5150,5156
MT,Rondolândia,5,4036,4001
MT,Rondonópolis,974,236042,232491
MT,Rosário Oeste,62,17054,17151
MT,Salto do Céu,9,3295,3365
MT,Santa Carmem,15,4563,4525
MT,Santa Cruz do Xingu,7,2633,2564
MT,Santa Rita do Trivelato,4,3506,3429
MT,Santa Terezinha,16,8460,8371
MT,Santo Afonso,14,3155,3146
MT,Santo Antônio do Leste,8,5334,5174
MT,Santo Antônio do Leverger,65,16999,16628
MT,Sapezal,66,26688,25881
MT,Serra Nova Dourada,7,1678,1650
MT,Sinop,489,146005,142996
MT,Sorriso,242,92769,90313
MT,São Félix do Araguaia,43,11843,11708
MT,São José do Povo,8,4450,4063
MT,São José do Rio Claro,41,21011,20664
MT,São José do Xingu,20,5620,5595
MT,São José dos Quatro Marcos,113,18846,18906
MT,São Pedro da Cipa,27,4771,4727
MT,Tabaporã,26,9429,9489
MT,Tangará da Serra,387,105711,103750
MT,Tapurah,35,14046,13705
MT,Terra Nova do Norte,44,9473,9667
MT,Tesouro,16,3824,3805
MT,Torixoréu,23,3547,3609
MT,União do Sul,16,3490,3525
MT,Vale de São Domingos,11,3126,3127
MT,Vera,35,11402,11309
MT,Vila Bela da Santíssima Trindade,58,16271,16128
MT,Vila Rica,53,26496,26037
MT,Várzea Grande,1499,287526,284971
MT,Água Boa,102,26204,25721
PA,Abaetetuba,235,159080,157698
PA,Abel Figueiredo,12,7486,7434
PA,Acará,41,55669,55591
PA,Afuá,16,39567,39218
PA,Alenquer,158,57092,56789
PA,Almeirim,54,34076,34109
PA,Altamira,349,115969,114594
PA,Anajás,22,29688,29277
PA,Ananindeua,849,535547,530598
PA,Anapu,66,28607,27890
PA,Augusto Corrêa,53,46471,45998
PA,Aurora do Pará,17,31773,31338
PA,Aveiro,16,16404,16388
PA,Bagre,13,31325,30673
PA,Baião,39,48459,47446
PA,Bannach,3,3262,3286
PA,Barcarena,250,127027,124680
PA,Belterra,45,17839,17732
PA,Belém,5282,1499641,1492745
PA,Benevides,112,63768,62737
PA,Bom Jesus do Tocantins,29,17118,16981
PA,Bonito,16,16530,16286
PA,Bragança,179,128914,127686
PA,Brasil Novo,44,14983,15086
PA,Brejo Grande do Araguaia,6,7368,7380
PA,Breu Branco,72,67332,66046
PA,Breves,125,103497,102701
PA,Bujaru,43,29427,29132
PA,Cachoeira do Arari,25,24064,23767
PA,Cachoeira do Piriá,11,34609,33900
PA,Cametá,306,139364,137890
PA,Canaã dos Carajás,138,38103,37085
PA,Capanema,130,69431,69027
PA,Capitão Poço,92,54425,54303
PA,Castanhal,499,203251,200793
PA,Chaves,6,23948,23717
PA,Colares,22,12131,12085
PA,Conceição do Araguaia,59,47991,47864
PA,Concórdia do Pará,35,33781,33318
PA,Cumaru do Norte,12,13761,13473
PA,Curionópolis,39,17846,17929
PA,Curralinho,36,34994,34448
PA,Curuá,25,14587,14393
PA,Curuçá,84,40584,40066
PA,Dom Eliseu,67,60469,59719
PA,Eldorado do Carajás,35,33940,33808
PA,Faro,30,7070,7194
PA,Floresta do Araguaia,29,20525,20304
PA,Garrafão do Norte,11,26111,26066
PA,Goianésia do Pará,36,41081,40475
PA,Gurupá,14,33755,33376
PA,Igarapé-Açu,80,39023,38807
PA,Igarapé-Miri,99,63036,62698
PA,Importados/Indefinidos,0,0,0
PA,Inhangapi,17,11861,11711
PA,Ipixuna do Pará,47,65625,64053
PA,Irituia,22,32595,32550
PA,Itaituba,384,101395,101247
PA,Itupiranga,90,53355,53269
PA,Jacareacanga,40,7590,8239
PA,Jacundá,81,59842,59155
PA,Juruti,178,58960,57943
PA,Limoeiro do Ajuru,67,29282,28935
PA,Magalhães Barata,17,8573,8548
PA,Marabá,539,283542,279349
PA,Maracanã,49,29516,29473
PA,Marapanim,45,28450,28336
PA,Marituba,146,133685,131521
PA,Medicilândia,63,31975,31597
PA,Melgaço,17,27890,27654
PA,Mocajuba,65,31530,31136
PA,Moju,70,83182,82094
PA,Mojuí dos Campos,34,16184,16084
PA,Monte Alegre,211,58162,58032
PA,Muaná,39,40906,40349
PA,Mãe do Rio,81,30235,30077
PA,Nova Esperança do Piriá,9,21444,21368
PA,Nova Ipixuna,27,16854,16678
PA,Nova Timboteua,19,15506,15363
PA,Novo Progresso,82,25766,25762
PA,Novo Repartimento,118,77214,75919
PA,Oeiras do Pará,51,32850,32512
PA,Oriximiná,193,74016,73096
PA,Ourilândia do Norte,65,33335,32832
PA,Ourém,16,17961,17842
PA,Pacajá,56,48414,47706
PA,Palestina do Pará,11,7582,7589
PA,Paragominas,247,114503,113145
PA,Parauapebas,524,213576,208273
PA,Pau D'Arco,12,5410,5483
PA,Peixe-Boi,4,8081,8077
PA,Piçarra,9,12979,12981
PA,Placas,44,31659,30982
PA,Ponta de Pedras,38,31549,31082
PA,Portel,96,62945,62043
PA,Porto de Moz,47,41801,41135
PA,Prainha,89,29846,29866
PA,Primavera,23,10857,10825
PA,Quatipuru,19,13702,13608
PA,Redenção,290,85563,84787
PA,Rio Maria,42,18201,18193
PA,Rondon do Pará,91,52803,52357
PA,Rurópolis,83,51500,50510
PA,Salinópolis,105,40922,40675
PA,Salvaterra,32,24075,23752
PA,Santa Bárbara do Pará,29,21449,21079
PA,Santa Cruz do Arari,11,10314,10128
PA,Santa Izabel do Pará,102,71837,70801
PA,Santa Luzia do Pará,26,19843,19848
PA,Santa Maria das Barreiras,13,21850,21449
PA,Santa Maria do Pará,29,24995,24861
PA,Santana do Araguaia,43,74419,72817
PA,Santarém,1091,306480,304589
PA,Santarém Novo,8,6753,6709
PA,Santo Antônio do Tauá,59,31918,31482
PA,Sapucaia,5,6009,5930
PA,Senador José Porfírio,20,11480,11658
PA,Soure,25,25565,25374
PA,São Caetano de Odivelas,35,18129,18050
PA,São Domingos do Araguaia,61,25753,25557
PA,São Domingos do Capim,35,32139,31989
PA,São Francisco do Pará,36,15930,15882
PA,São Félix do Xingu,41,132138,128481
PA,São Geraldo do Araguaia,57,24705,24847
PA,São João da Ponta,10,6217,6139
PA,São João de Pirabas,45,23244,23045
PA,São João do Araguaia,12,14051,13996
PA,São Miguel do Guamá,68,59632,58986
PA,São Sebastião da Boa Vista,26,26974,26640
PA,Tailândia,130,108969,106339
PA,Terra Alta,24,11847,11720
PA,Terra Santa,60,18917,18769
PA,Tomé-Açu,95,64030,63447
PA,Tracuateua,26,31257,30959
PA,Trairão,29,19168,18989
PA,Tucumã,85,40136,39602
PA,Tucuruí,285,115144,113659
PA,Ulianópolis,29,60761,59210
PA,Uruará,82,45435,45476
PA,Vigia,91,54172,53686
PA,Viseu,37,61751,61403
PA,Vitória do Xingu,29,15279,15134
PA,Xinguara,84,45086,44751
PA,Água Azul do Norte,18,27615,27430
PA,Óbidos,161,52306,52137
PB,Aguiar,5,5630,5640
PB,Alagoa Grande,72,28439,28496
PB,Alagoa Nova,25,20921,20849
PB,Alagoinha,25,14560,14489
PB,Alcantil,7,5509,5492
PB,Algodão de Jandaíra,1,2577,2567
PB,Alhandra,36,19727,19588
PB,Amparo,4,2251,2238
PB,Aparecida,14,8416,8347
PB,Arara,29,13542,13470
PB,Araruna,17,20463,20312
PB,Araçagi,24,16921,16987
PB,Areia,31,22656,22819
PB,Areia de Baraúnas,4,2116,2128
PB,Areial,12,7027,6998
PB,Aroeiras,16,19116,19153
PB,Assunção,5,4029,3990
PB,Bananeiras,27,21269,21318
PB,Baraúna,9,4964,4892
PB,Barra de Santa Rosa,12,15497,15384
PB,Barra de Santana,7,8349,8359
PB,Barra de São Miguel,7,6065,6036
PB,Bayeux,249,97203,96880
PB,Baía da Traição,12,9096,8993
PB,Belém,45,17705,17676
PB,Belém do Brejo do Cruz,5,7349,7342
PB,Bernardino Batista,1,3536,3501
PB,Boa Ventura,12,5307,5366
PB,Boa Vista,15,7136,7051
PB,Bom Jesus,3,2575,2561
PB,Bom Sucesso,4,4956,4975
PB,Bonito de Santa Fé,14,12022,11917
PB,Boqueirão,41,17870,17804
PB,Borborema,13,5287,5263
PB,Brejo do Cruz,23,14206,14122
PB,Brejo dos Santos,8,6464,6449
PB,Caaporã,34,21955,21828
PB,Cabaceiras,4,5661,5611
PB,Cabedelo,202,68767,67736
PB,Cachoeira dos Índios,16,10305,10244
PB,Cacimba de Areia,4,3695,3682
PB,Cacimba de Dentro,34,17178,17187
PB,Cacimbas,8,7199,7173
PB,Caiçara,14,7191,7201
PB,Cajazeiras,154,62289,61993
PB,Cajazeirinhas,1,3205,3193
PB,Caldas Brandão,10,6046,6014
PB,Camalaú,7,6031,6013
PB,Campina Grande,1084,411807,409731
PB,Capim,10,6620,6523
PB,Caraúbas,6,4185,4162
PB,Carrapateira,6,2687,2659
PB,Casserengue,22,7499,7468
PB,Catingueira,11,4935,4932
PB,Catolé do Rocha,60,30684,30546
PB,Caturité,7,4875,4852
PB,Conceição,28,19007,18982
PB,Condado,10,6658,6654
PB,Conde,44,25010,24670
PB,Congo,13,4787,4786
PB,Coremas,39,15441,15445
PB,Coxixola,4,1935,1921
PB,Cruz do Espírito Santo,28,17461,17319
PB,Cubati,14,7832,7797
PB,Cuitegi,25,6775,6803
PB,Cuité,22,20334,20338
PB,Cuité de Mamanguape,16,6356,6353
PB,Curral Velho,2,2512,2516
PB,Curral de Cima,4,5218,5227
PB,Damião,4,5370,5330
PB,Desterro,12,8315,8297
PB,Diamante,10,6528,6552
PB,Dona Inês,18,10413,10453
PB,Duas Estradas,16,3582,3596
PB,Emas,5,3539,3522
PB,Esperança,86,33199,33007
PB,Fagundes,18,11215,11253
PB,Frei Martinho,6,2989,2989
PB,Gado Bravo,9,8303,8316
PB,Guarabira,146,59115,58833
PB,Gurinhém,17,14127,14129
PB,Gurjão,7,3453,3428
PB,Ibiara,5,5903,5929
PB,Igaracy,7,6105,6117
PB,Imaculada,11,11848,11819
PB,Importados/Indefinidos,0,0,0
PB,Ingá,44,18144,18103
PB,Itabaiana,84,24419,24477
PB,Itaporanga,29,24828,24692
PB,Itapororoca,35,18823,18664
PB,Itatuba,21,11016,10962
PB,Jacaraú,31,14450,14431
PB,Jericó,14,7745,7739
PB,Joca Claudino,2,2639,2636
PB,João Pessoa,2890,817511,809015
PB,Juarez Távora,12,7976,7936
PB,Juazeirinho,15,18298,18171
PB,Junco do Seridó,9,7195,7150
PB,Juripiranga,31,10793,10756
PB,Juru,15,9849,9867
PB,Lagoa,3,4653,4666
PB,Lagoa Seca,47,27617,27503
PB,Lagoa de Dentro,9,7737,7719
PB,Lastro,4,2718,2737
PB,Livramento,6,7265,7256
PB,Logradouro,10,4369,4332
PB,Lucena,19,13214,13080
PB,Malta,12,5752,5759
PB,Mamanguape,82,45136,44882
PB,Manaíra,6,10972,10955
PB,Marcação,10,8653,8558
PB,Mari,43,21866,21837
PB,Marizópolis,13,6654,6617
PB,Massaranduba,27,13998,13918
PB,Mataraca,15,8539,8434
PB,Matinhas,7,4515,4500
PB,Mato Grosso,1,2926,2908
PB,Maturéia,12,6630,6569
PB,Mogeiro,17,13261,13284
PB,Montadas,6,5738,5669
PB,Monte Horebe,7,4842,4816
PB,Monteiro,69,33433,33222
PB,Mulungu,20,9932,9902
PB,Mãe d'Água,8,3999,4009
PB,Natuba,7,10451,10454
PB,Nazarezinho,18,7286,7301
PB,Nova Floresta,16,10626,10638
PB,Nova Olinda,9,5920,5949
PB,Nova Palmeira,5,4959,4906
PB,Olho d'Água,8,6462,6526
PB,Olivedos,5,3961,3932
PB,Ouro Velho,2,3046,3039
PB,Parari,2,1758,1771
PB,Passagem,2,2436,2419
PB,Patos,252,108192,107605
PB,Paulista,11,12379,12347
PB,Pedra Branca,6,3802,3801
PB,Pedra Lavrada,1,7899,7843
PB,Pedras de Fogo,56,28533,28458
PB,Pedro Régis,7,6114,6089
PB,Piancó,32,16111,16075
PB,Picuí,41,18720,18703
PB,Pilar,30,11977,11917
PB,Pilões,9,6576,6635
PB,Pilõezinhos,13,4955,4976
PB,Pirpirituba,17,10584,10579
PB,Pitimbu,22,19275,19065
PB,Pocinhos,21,18708,18564
PB,Pombal,84,32802,32801
PB,Poço Dantas,4,3882,3888
PB,Poço de José de Moura,3,4337,4307
PB,Prata,5,4238,4209
PB,Princesa Isabel,53,23549,23345
PB,Puxinanã,7,13741,13680
PB,Queimadas,85,44179,43967
PB,Quixaba,2,1983,1956
PB,Remígio,25,19798,19621
PB,Riacho de Santo Antônio,5,1974,1948
PB,Riacho dos Cavalos,17,8541,8526
PB,Riachão,5,3619,3588
PB,Riachão do Bacamarte,4,4541,4521
PB,Riachão do Poço,6,4540,4509
PB,Rio Tinto,56,24218,24176
PB,Salgadinho,1,3931,3885
PB,Salgado de São Félix,12,12131,12140
PB,Santa Cecília,4,6541,6558
PB,Santa Cruz,8,6581,6583
PB,Santa Helena,13,5871,5889
PB,Santa Inês,7,3593,3595
PB,Santa Luzia,27,15426,15382
PB,Santa Rita,331,137349,136586
PB,Santa Teresinha,13,4562,4573
PB,Santana de Mangueira,5,5129,5162
PB,Santana dos Garrotes,10,6986,7031
PB,Santo André,3,2509,2521
PB,Sapé,114,52804,52625
PB,Serra Branca,34,13754,13699
PB,Serra Grande,6,2916,2909
PB,Serra Redonda,11,7021,7041
PB,Serra da Raiz,5,3131,3148
PB,Serraria,11,6068,6099
PB,Sertãozinho,7,5089,5024
PB,Sobrado,9,7815,7783
PB,Soledade,15,15102,14989
PB,Solânea,50,26227,26407
PB,Sossêgo,3,3594,3555
PB,Sousa,139,69723,69444
PB,Sumé,41,17031,16966
PB,São Bentinho,6,4566,4529
PB,São Bento,68,34344,34031
PB,São Domingos,2,3097,3073
PB,São Domingos do Cariri,5,2630,2615
PB,São Francisco,4,3384,3392
PB,São José da Lagoa Tapada,8,7626,7630
PB,São José de Caiana,10,6376,6359
PB,São José de Espinharas,6,4656,4682
PB,São José de Piranhas,44,20329,20251
PB,São José de Princesa,1,3950,4003
PB,São José do Bonfim,6,3588,3557
PB,São José do Brejo do Cruz,1,1811,1801
PB,São José do Sabugi,8,4147,4141
PB,São José dos Cordeiros,6,3618,3628
PB,São José dos Ramos,7,5998,5957
PB,São João do Cariri,4,4184,4199
PB,São João do Rio do Peixe,32,18026,18034
PB,São João do Tigre,5,4415,4422
PB,São Mamede,32,7702,7724
PB,São Miguel de Taipu,11,7410,7368
PB,São Sebastião de Lagoa de Roça,21,11728,11661
PB,São Sebastião do Umbuzeiro,5,3512,3489
PB,São Vicente do Seridó,3,10848,10775
PB,Tacima,10,10969,10911
PB,Taperoá,17,15441,15376
PB,Tavares,19,14759,14726
PB,Teixeira,37,15248,15161
PB,Tenório,2,3081,3058
PB,Triunfo,21,9464,9455
PB,Uiraúna,29,15300,15242
PB,Umbuzeiro,14,9911,9907
PB,Vieirópolis,5,5372,5348
PB,Vista Serrana,6,3824,3798
PB,Várzea,1,2841,2810
PB,Zabelê,1,2255,2240
PB,Água Branca,14,10306,10234
PE,Abreu e Lima,247,100346,99990
PE,Afogados da Ingazeira,74,37404,37259
PE,Afrânio,15,19810,19635
PE,Agrestina,67,25065,24885
PE,Alagoinha,28,14718,14636
PE,Aliança,66,38397,38386
PE,Altinho,30,22984,22972
PE,Amaraji,48,22870,22829
PE,Angelim,12,11226,11150
PE,Araripina,165,84864,84418
PE,Araçoiaba,33,20733,20524
PE,Arcoverde,136,74822,74338
PE,Barra de Guabiraba,16,14510,14385
PE,Barreiros,67,42764,42659
PE,Belo Jardim,130,76687,76439
PE,Belém de Maria,7,12122,12073
PE,Belém do São Francisco,13,20730,20729
PE,Betânia,17,12765,12719
PE,Bezerros,129,60880,60798
PE,Bodocó,41,38378,38146
PE,Bom Conselho,72,48767,48554
PE,Bom Jardim,71,39983,39184
PE,Bonito,46,38117,38134
PE,Brejinho,21,7488,7487
PE,Brejo da Madre de Deus,53,51225,50742
PE,Brejão,9,8987,8993
PE,Buenos Aires,25,13190,13155
PE,Buíque,48,58919,58378
PE,Cabo de Santo Agostinho,525,208944,207048
PE,Cabrobó,29,34503,34221
PE,Cachoeirinha,34,20501,20380
PE,Caetés,23,28904,28739
PE,Calumbi,5,5747,5750
PE,Calçado,7,11018,11053
PE,Camaragibe,445,158899,157828
PE,Camocim de São Félix,20,18900,18765
PE,Camutanga,26,8572,8551
PE,Canhotinho,32,24773,24804
PE,Capoeiras,27,20048,20048
PE,Carnaubeira da Penha,6,13025,12932
PE,Carnaíba,38,19609,19551
PE,Carpina,150,84395,83641
PE,Caruaru,717,365278,361118
PE,Casinhas,13,14368,14341
PE,Catende,67,43340,42892
PE,Cedro,18,11891,11807
PE,Chã Grande,30,21815,21698
PE,Chã de Alegria,22,13556,13518
PE,Condado,42,26590,26421
PE,Correntes,12,18268,18207
PE,Cortês,17,12560,12578
PE,Cumaru,22,10192,10906
PE,Cupira,50,24173,24107
PE,Custódia,65,37375,37111
PE,Dormentes,9,19079,18908
PE,Escada,102,69292,68875
PE,Exu,58,31766,31825
PE,Feira Nova,55,22247,22131
PE,Fernando de Noronha,2,3101,3061
PE,Ferreiros,20,12170,12123
PE,Flores,38,22618,22624
PE,Floresta,29,33184,32873
PE,Frei Miguelinho,25,15546,15457
PE,Gameleira,39,31318,31052
PE,Garanhuns,306,140577,139788
PE,Glória do Goitá,49,30751,30604
PE,Goiana,162,80055,79758
PE,Granito,7,7537,7486
PE,Gravatá,147,84699,84074
PE,Iati,19,19241,19197
PE,Ibimirim,27,29412,29235
PE,Ibirajuba,10,7768,7762
PE,Igarassu,238,118370,117019
PE,Iguaracy,28,12247,12228
PE,Ilha de Itamaracá,34,26672,26258
PE,Importados/Indefinidos,85,0,0
PE,Inajá,13,23645,23247
PE,Ingazeira,7,4543,4548
PE,Ipojuca,171,97669,96204
PE,Ipubi,64,31187,30854
PE,Itacuruba,7,4966,4918
PE,Itambé,51,36471,36447
PE,Itapetim,34,13553,13616
PE,Itapissuma,49,26900,26651
PE,Itaquitinga,35,17006,16955
PE,Itaíba,14,26308,26349
PE,Jaboatão dos Guararapes,1724,706867,702298
PE,Jaqueira,15,11644,11656
PE,Jataúba,21,17228,17150
PE,Jatobá,18,14850,14796
PE,Joaquim Nabuco,29,16011,16023
PE,João Alfredo,51,33328,33822
PE,Jucati,12,11485,11424
PE,Jupi,22,14922,14836
PE,Jurema,25,15431,15378
PE,Lagoa Grande,35,25849,25601
PE,Lagoa de Itaenga,31,21460,21429
PE,Lagoa do Carro,28,18252,18071
PE,Lagoa do Ouro,13,13224,13145
PE,Lagoa dos Gatos,11,16318,16290
PE,Lajedo,73,40589,40288
PE,Limoeiro,118,56198,56250
PE,Macaparana,38,25472,25376
PE,Machados,19,16321,16088
PE,Manari,6,21776,21434
PE,Maraial,14,11220,11345
PE,Mirandiba,18,15470,15390
PE,Moreilândia,11,11270,11270
PE,Moreno,115,63294,62784
PE,Nazaré da Mata,81,32573,32471
PE,Olinda,998,393115,392482
PE,Orobó,29,23935,23884
PE,Orocó,15,15152,14991
PE,Ouricuri,97,69969,69459
PE,Palmares,123,63500,63250
PE,Palmeirina,9,7600,7693
PE,Panelas,31,26456,26474
PE,Paranatama,20,11566,11523
PE,Parnamirim,35,22106,22010
PE,Passira,55,28894,28933
PE,Paudalho,109,56933,56506
PE,Paulista,840,334376,331774
PE,Pedra,32,22668,22617
PE,Pesqueira,119,67735,67395
PE,Petrolina,505,354317,349145
PE,Petrolândia,46,36901,36548
PE,Pombos,44,27148,27091
PE,Poção,16,11305,11302
PE,Primavera,20,15101,14966
PE,Quipapá,15,26175,26037
PE,Quixaba,14,6805,6813
PE,Recife,5505,1653461,1645727
PE,Riacho das Almas,33,20646,20546
PE,Ribeirão,80,47616,47415
PE,Rio Formoso,43,23628,23535
PE,Sairé,11,9764,9932
PE,Salgadinho,6,11068,10919
PE,Salgueiro,119,61249,60930
PE,Saloá,25,15862,15843
PE,Sanharó,25,26890,26462
PE,Santa Cruz,12,15558,15398
PE,Santa Cruz da Baixa Verde,19,12650,12592
PE,Santa Cruz do Capibaribe,162,109897,107937
PE,Santa Filomena,16,14562,14477
PE,Santa Maria da Boa Vista,19,42100,41931
PE,Santa Maria do Cambucá,18,14223,14137
PE,Santa Terezinha,27,11865,11815
PE,Serra Talhada,185,86915,86350
PE,Serrita,25,19196,19165
PE,Sertânia,52,36050,35907
PE,Sirinhaém,50,46361,45865
PE,Solidão,3,6021,6007
PE,Surubim,93,65647,65089
PE,São Benedito do Sul,17,16069,15895
PE,São Bento do Una,83,60042,59504
PE,São Caitano,76,37368,37245
PE,São Joaquim do Monte,37,21398,21356
PE,São José da Coroa Grande,42,21586,21298
PE,São José do Belmonte,58,34021,33959
PE,São José do Egito,58,34056,33951
PE,São João,25,22899,22793
PE,São Lourenço da Mata,265,114079,113230
PE,São Vicente Férrer,33,18085,18018
PE,Tabira,50,28704,28534
PE,Tacaimbó,11,12859,12874
PE,Tacaratu,28,26106,25765
PE,Tamandaré,37,23623,23388
PE,Taquaritinga do Norte,25,29127,28775
PE,Terezinha,8,7198,7169
PE,Terra Nova,15,10206,10096
PE,Timbaúba,116,52802,53022
PE,Toritama,46,46164,45219
PE,Tracunhaém,24,13813,13769
PE,Trindade,59,30816,30521
PE,Triunfo,22,15243,15254
PE,Tupanatinga,10,27551,27304
PE,Tuparetama,27,8256,8202
PE,Venturosa,34,18661,18482
PE,Verdejante,10,9553,9534
PE,Vertente do Lério,8,7571,7618
PE,Vertentes,15,20954,20731
PE,Vicência,35,32772,32643
PE,Vitória de Santo Antão,326,139583,138757
PE,Xexéu,28,14757,14725
PE,Água Preta,61,37082,36771
PE,Águas Belas,47,43686,43443
PI,Acauã,2,7102,7084
PI,Agricolândia,10,5131,5139
